questionID,AnswerKey,examName,schoolGrade,question,subject
NCEOGA_2013_5_57,B,North Carolina READY End-of-Grade Assessment,5,Which best explains why children resemble their parents? (A) They eat the same foods. (B) They have similar DNA. (C) They speak the same language. (D) They have the same interests.,Physics
NCEOGA_2013_5_58,A,North Carolina READY End-of-Grade Assessment,5,Why do dogs have most of the characteristics of their parents? (A) They inherit them from their parents. (B) They live in the same habitats as their parents. (C) They learn them by observing their parents. (D) They eat the same foods as their parents.,Physics
NCEOGA_2013_5_59,C,North Carolina READY End-of-Grade Assessment,5,Which is a characteristic of a dog that is most likely a result of its environment? (A) its color (B) its length of ears (C) its food preference (D) its ability to see in the dark,Physics
NCEOGA_2013_5_60,A,North Carolina READY End-of-Grade Assessment,5,Which trait do children most likely inherit from their parents? (A) shape of earlobes (B) musical ability (C) personality (D) language,Physics
NCEOGA_2013_5_7,D,North Carolina READY End-of-Grade Assessment,5,A pot is heated on a stove. Which process causes the metal handle of the pot to also become hot? (A) combustion (B) convection (C) radiation (D) conduction,Biology
NCEOGA_2013_5_8,A,North Carolina READY End-of-Grade Assessment,5,Which best describes why winds at the beach change direction between day and night? (A) because the temperatures over land and over water change (B) because warm air over land sinks and stays in place over land (C) because cool air rises and is replaced by warm air from the ocean (D) because cool air sinks and stays in place over land,Physics
NCEOGA_2013_5_S1,A,North Carolina READY End-of-Grade Assessment,5,What is the first thing a student should do if an accident happens during a science experiment? (A) report to the teacher (B) clean the laboratory station (C) locate the nearest exit (D) put on safety goggles,Biology
CSZ10110,D,California Standards Test - Science,5,Sterling silver is a combination of silver and copper. Which of the following is also a combination of two or more metals? (A) aluminum. (B) lead. (C) gold. (D) brass.,Physics
CSZ10266,C,California Standards Test - Science,5,A metal spoon was left in a pot of boiling soup. The cook burned a finger by touching the spoon. Why did the finger get burned? (A) The metal spoon chemically reacted with the cook's hand. (B) The metal spoon conducted electricity to the cook's hand. (C) The metal spoon conducted heat to the cook's hand. (D) The metal spoon insulated the cook's hand.,Physics
CSZ10300,C,California Standards Test - Science,5,A scientist needs to take a picture of the well-ordered arrangements of the atoms and molecules within a substance. Which of the following instruments would be best for the scientist to use? (A) a laser light with holograph. (B) a seismograph. (C) an electron microscope. (D) a stereoscope.,Physics
CSZ10302,C,California Standards Test - Science,5,Which of the following is a property of CO2 gas? (A) It feels like a rock. (B) It smells like a lemon. (C) It is colorless. (D) It is hard.,Physics
CSZ20273,B,California Standards Test - Science,5,"When electric current flows through the metal filament of a light bulb, electrical energy is converted to (A) heat energy only. (B) heat and light energy. (C) light and motion energy. (D) light energy only.",Biology
CSZ10304,B,California Standards Test - Science,5,Which of the following systems breaks food into nutrients that can be used by the body? (A) circulatory. (B) digestive. (C) respiratory. (D) reproductive.,Biology
CSZ10243,A,California Standards Test - Science,5,Which of the following is a harmful waste material that leaves the blood and travels through the lungs before leaving the body? (A) CO2. (B) O2. (C) H2O. (D) NaCl.,Biology
CSZ10326,C,California Standards Test - Science,5,Which best describes the role of the esophagus in digestion? (A) It releases acid and mixes food. (B) It aids in absorption of nutrients from food. (C) It carries food from the mouth to the stomach. (D) It carries food from the stomach to the intestines.,Physics
CSZ10086,C,California Standards Test - Science,5,Which organ removes cell waste from the blood? (A) the large intestine. (B) the small intestine. (C) the kidney. (D) the heart.,Physics
CSZ10238,A,California Standards Test - Science,5,Which of the following is produced when sugar is digested in an animal cell? (A) carbon dioxide. (B) chlorophyll. (C) oxygen. (D) sunlight.,Physics
CSZ20249,C,California Standards Test - Science,5,"Salt concentration, water temperature, plankton, and the whale shark might all be used in a description of an ocean (A) climate. (B) food web. (C) ecosystem. (D) population.",Physics
CSZ10256,A,California Standards Test - Science,5,"A city has a temperature of 75 °F, with partly cloudy skies. Weather forecasters are predicting that the air pressure and temperature will drop during the day. Which type of weather is most likely for this area in the late afternoon? (A) rainy. (B) sunny. (C) snowing. (D) hailing.",Physics
CSZ20330,B,California Standards Test - Science,5,The largest body in our solar system is (A) Earth. (B) the Sun. (C) Jupiter. (D) the Moon.,Physics
CSZ10403,C,California Standards Test - Science,5,Why are most fossils found in sedimentary rocks? (A) Sedimentary rocks are not very old. (B) Organisms live only in areas with sedimentary rock. (C) Organisms can be preserved in sedimentary rock. (D) Sedimentary rocks are found only at the surface of the ground.,Biology
CSZ20469,C,California Standards Test - Science,5,The freezing and thawing action of water affects a rock by (A) transforming the rock into igneous rock. (B) chemically changing the rock. (C) gradually breaking down the rock into smaller pieces. (D) leaving behind sedimentary particles from evaporated solutions.,Biology
CSZ20414,A,California Standards Test - Science,5,"A student is trying to identify a mineral that has a nonmetallic luster and is black. It can also be scratched with a fingernail. According to the mineral reference sheet, the unidentified mineral is most likely (A) mica. (B) magnetite. (C) hornblende. (D) quartz.",Physics
CSZ10170,B,California Standards Test - Science,5,How do plants most commonly break large rocks into smaller pieces? (A) Plant leaves insulate surrounding rocks from extreme temperatures. (B) Plant roots grow into cracks in rocks. (C) Seeds from plants fall onto rocks and release acidic compounds. (D) Stems of plants surround and squeeze rocks.,Biology
CSZ10022,C,California Standards Test - Science,5,Which of the following factors would most likely cause a hurricane to decrease in strength? (A) staying over a warm body of water for a long time. (B) increasing the number of large clouds. (C) moving over a continent. (D) moving toward tropical waters.,Physics
CSZ20059,D,California Standards Test - Science,5,Which action will result in a product with new chemical properties? (A) shredding a newspaper. (B) breaking a mirror. (C) cutting wood. (D) popping popcorn.,Physics
CSZ10068,D,California Standards Test - Science,5,"What do water, aluminum, redwood trees, and valley quail all have in common? (A) They are all pure elements. (B) They are all made of cells. (C) They are all living creatures. (D) They are all made of atoms.",Biology
CSZ10383,C,California Standards Test - Science,5,Which best describes a parallel circuit? (A) Electricity flows along one pathway. (B) The flow of electricity comes from one source. (C) Electricity flows along more than one pathway. (D) The flow of electricity comes from more than one source.,Physics
CSZ10104,B,California Standards Test - Science,5,Where does oxygen-rich blood go after leaving the lungs? (A) the brain. (B) the heart. (C) the kidney. (D) the stomach.,Physics
CSZ20111,D,California Standards Test - Science,5,Shale is a sedimentary rock that can be metamorphosed into slate by (A) cementation. (B) chemical weathering. (C) sedimentation. (D) increased pressure.,Biology
CSZ10278,D,California Standards Test - Science,5,Which of the following converts electrical energy into motion? (A) light switch. (B) electric stove. (C) light bulb. (D) electric fan.,Biology
CSZ10003,C,California Standards Test - Science,5,Which of the following questions is testable in a scientific investigation? (A) Are dogs better pets than cats?. (B) Are dogs happy when they are walked?. (C) Are cats more active at night than during the day?. (D) Are cats easier to take care of than dogs?.,Physics
