questionID,AnswerKey,examName,schoolGrade,question,subject,bag_question,cleaned_question,cluster,final_cleaned,cluster0
MCAS_2012_8_23638,C,MCAS,8,Which of the following pictures shows a beam bridge? (A) {MCAS_8_2012_3} (B) {MCAS_8_2012_4} (C) {MCAS_8_2012_5} (D) {MCAS_8_2012_6},Biology,"['beam', 'bridge', 'following', 'pictures', 'shows']",beam bridge follow picture show,3,beam bridge picture,0
MCAS_2012_8_23637,A,MCAS,8,The illustration below represents two protists. {MCAS_8_2012_2} What do these two organisms have in common? (A) They are unicellular. (B) They cause diseases. (C) They live underground. (D) They are photosynthetic.,Physics,"['cause', 'common', 'diseases', 'illustration', 'two']",cause common diseases illustration two,0,cause common diseases illustration two,0
MCAS_2013_8_29433,A,MCAS,8,The diagram below shows the X chromosomes in a female fruit fly and the X and Y chromosomes in a male fruit fly. {MCAS_8_2013_18} The two fruit flies are crossed with each other. The female offspring of the fruit flies will receive which pair of chromosomes? (A) {MCAS_8_2013_19} (B) {MCAS_8_2013_20} (C) {MCAS_8_2013_21} (D) {MCAS_8_2013_22},Physics,"['chromosomes', 'diagram', 'female', 'fly', 'fruit']",chromosome diagram female fly fruit,1,chromosome female fly fruit,0
MCAS_2013_8_29431,C,MCAS,8,A student is comparing the composition of different samples of soil. She needs to find out how much gravel (small stones) is in each sample. Which of the following tools would best separate the gravel from the rest of the soil in each sample? (A) {MCAS_8_2013_14} (B) {MCAS_8_2013_15} (C) {MCAS_8_2013_16} (D) {MCAS_8_2013_17},Physics,"['best', 'gravel', 'sample', 'soil', 'student']",best gravel sample soil student,0,gravel sample soil,0
MCAS_2013_8_29429,C,MCAS,8,"Which of the following diagrams best represents the size relationships among galaxies, stars, and the universe? (A) {MCAS_8_2013_9} (B) {MCAS_8_2013_10} (C) {MCAS_8_2013_11} (D) {MCAS_8_2013_12}",Physics,"['among', 'best', 'diagrams', 'following', 'galaxies']",among best diagram follow galaxy,1,among galaxy,0
MCAS_2013_8_29422,C,MCAS,8,The diagram below represents a portion of a contour map. {MCAS_8_2013_2} Which of the following best describes the physical feature represented by this contour map? (A) a flood plain with creeks and streams (B) a valley with two gently sloping sides (C) a hill with slopes that vary in steepness (D) a series of rivers flowing in concentric circles,Physics,"['best', 'contour', 'map', 'streams', 'two']",best contour map stream two,0,contour map stream two,0
MCAS_2014_8_1,B,MCAS,8,The satellite image below shows a natural feature on Earth’s surface. The feature is marked X on the image. {MCAS_8_2014_1} Which action most likely helped form feature X? (A) Wind blew sand from the beach into large piles. (B) Sediments were deposited where the river met the ocean. (C) Waves pushed mud from the bottom of the ocean onto land. (D) Land was exposed when water was pulled offshore during low tide.,Physics,"['feature', 'image', 'land', 'ocean', 'onto']",feature image land ocean onto,0,feature image land ocean onto,0
MCAS_2014_8_2,C,MCAS,8,The picture below shows an airplane wing with the flaps down. {MCAS_8_2014_2} A pilot lowers the flaps before takeoff to increase which of the following forces? (A) drag (B) gravity (C) lift (D) thrust,Biology,"['airplane', 'drag', 'flaps', 'following', 'forces']",airplane drag flap follow force,0,airplane drag flap force,0
MCAS_2014_8_3,A,MCAS,8,The diagram below shows the outline of a box that is closed on all sides. {MCAS_8_2014_3} Which of the following patterns could be used to create the box? (A) {MCAS_8_2014_4} (B) {MCAS_8_2014_5} (C) {MCAS_8_2014_6} (D) {MCAS_8_2014_7},Physics,"['box', 'closed', 'diagram', 'outline', 'shows']",box close diagram outline show,1,box close outline,0
MCAS_2014_8_4,B,MCAS,8,The table below shows the mass and the weight of a certain object on Earth. {MCAS_8_2014_8} The force of gravity on the Moon is about one-sixth the force of gravity on Earth. What are the approximate mass and approximate weight of the same object on the Moon? (A) {MCAS_8_2014_9} (B) {MCAS_8_2014_10} (C) {MCAS_8_2014_11} (D) {MCAS_8_2014_12},Physics,"['certain', 'earth', 'mass', 'object', 'shows']",certain earth mass object show,3,certain earth mass object,4
MCAS_2014_8_5,D,MCAS,8,"The diagram below shows Earth, four different positions of the Moon, and the direction of incoming sunlight. {MCAS_8_2014_13} In which position would the Moon appear as a full moon as seen from Earth? (A) position 1 (B) position 2 (C) position 3 (D) position 4",Biology,"['appear', 'diagram', 'earth', 'moon', 'position']",appear diagram earth moon position,1,appear earth moon position,1
MCAS_2014_8_7,A,MCAS,8,The picture below represents boxes piled in a closet. The same boxes were then arranged neatly on shelves in the closet. {MCAS_8_2014_14} The shelves were built to help store the boxes so the contents of the boxes can be found more easily. Which of the following problems was solved by building shelves? (A) organizing the use of space (B) limiting the shape of the boxes (C) increasing the size of the closet (D) equalizing the weight of the boxes,Physics,"['arranged', 'boxes', 'closet', 'shelves', 'store']",arrange box closet shelf store,0,arrange box closet shelf store,0
MCAS_2014_8_12,C,MCAS,8,Which of the following diagrams best represents the angle at which the Sun’s rays strike location X at noon on June 21? (A) {MCAS_8_2014_15} (B) {MCAS_8_2014_16} (C) {MCAS_8_2014_17} (D) {MCAS_8_2014_18},Biology,"['angle', 'best', 'diagrams', 'following', 'june']",angle best diagram follow june,1,angle june,0
MCAS_2014_8_15,B,MCAS,8,Which of the following diagrams best represents two different elements combining to form a compound? (A) {MCAS_8_2014_19} (B) {MCAS_8_2014_20} (C) {MCAS_8_2014_21} (D) {MCAS_8_2014_22},Physics,"['best', 'combining', 'compound', 'diagrams', 'different']",best combine compound diagram different,1,combine compound,0
MCAS_2014_8_18,D,MCAS,8,The graph below represents the motion of a runner during a 2000-meter race. {MCAS_8_2014_23} During which of the following time periods is the runner’s speed constant? (A) 0 –8 min (B) 2–8 min (C) 4 –8 min (D) 6 –8 min,Physics,"['constant', 'following', 'graph', 'meter', 'min']",constant follow graph meter min,0,constant graph meter min,0
MCAS_2015_8_1,C,MCAS,8,A student is measuring the length of the object shown in the picture below. {MCAS_8_2015_1} Which of the following rulers should the student use to measure the length of the object more precisely? (A) a ruler that is longer (B) a ruler that is also marked in inches (C) a ruler that is marked in millimeters (D) a ruler that has zero exactly at the end,Physics,"['length', 'marked', 'object', 'ruler', 'student']",length mark object ruler student,0,length mark object ruler,0
MCAS_2015_8_2,D,MCAS,8,A species of bird migrates from South America across the Atlantic Ocean to its summer breeding ground in northern Canada. The birds stop on the east coast of the United States to eat the eggs of horseshoe crabs. The migration route of these birds is shown on the map below. {MCAS_8_2015_2} Which of the following changes would most threaten this species of bird with extinction? (A) less rainfall in South America (B) longer summers in North America (C) increased sizes of horseshoe crab eggs (D) decreased populations of horseshoe crabs,Physics,"['america', 'bird', 'birds', 'horseshoe', 'south']",america bird bird horseshoe south,0,america bird bird horseshoe south,0
MCAS_2015_8_3,C,MCAS,8,A natural process is represented in the box below. {MCAS_8_2015_3} Which of the following processes is represented in the box? (A) decomposition (B) metamorphosis (C) photosynthesis (D) respiration,Physics,"['box', 'decomposition', 'following', 'metamorphosis', 'represented']",box decomposition follow metamorphosis represent,0,box decomposition metamorphosis,0
MCAS_2015_8_5,B,MCAS,8,"An illustration of a bacterium is shown below. {MCAS_8_2015_4} Based on the illustration, which of the following can be concluded about the bacterium? (A) It is unable to move. (B) It is made up of one cell. (C) It is the same as a vacuole. (D) It is missing genetic material.",Biology,"['bacterium', 'based', 'cell', 'concluded', 'illustration']",bacterium base cell conclude illustration,0,bacterium base cell conclude illustration,0
MCAS_2015_8_10,B,MCAS,8,The diagram below represents a cycle in an ecosystem. {MCAS_8_2015_5} Which of the following do the arrows most likely represent? (A) heat (B) nutrients (C) sunlight (D) water,Physics,"['arrows', 'cycle', 'diagram', 'ecosystem', 'following']",arrow cycle diagram ecosystem follow,1,arrow cycle ecosystem,0
MCAS_2015_8_15,A,MCAS,8,The pictures below show the estimated locations of landmasses on Earth 225 million years ago and their present day locations. {MCAS_8_2015_6} Which of the following processes caused the breakup and relocation of the landmasses over time? (A) tectonic plate motion (B) strong ocean currents (C) erosion and sedimentation (D) volcanic eruptions and weathering,Physics,"['ago', 'landmasses', 'locations', 'time', 'volcanic']",ago landmasses location time volcanic,0,ago landmasses location time volcanic,0
MCAS_2015_8_19,A,MCAS,8,The X on the map below shows the location of a physical feature. {MCAS_8_2015_7} Which of the following is most likely marked by the X on the map? (A) a cliff (B) a plain (C) a river (D) a valley,Physics,"['cliff', 'feature', 'following', 'likely', 'map']",cliff feature follow likely map,0,cliff feature map,0
MEA_2011_8_1,C,MEA,8,The diagram below shows two students pushing a heavy crate across a floor. {MEA_8_2011_1} One student pushes with a force of 40 N and the other student pushes with a force of 100 N. What is the resulting force from the two students pushing the crate? (A) 60 N (B) 100 N (C) 140 N (D) 4000 N,Biology,"['crate', 'force', 'pushes', 'pushing', 'student']",crate force push push student,0,crate force push push,0
MEA_2011_8_4,B,MEA,8,The Venn diagram below shows plant and animal characteristics. {MEA_8_2011_2} Which characteristic shared by plants and animals belongs in the space marked X ? (A) Locomotion (B) Multicellular (C) Photosynthetic (D) Producer,Biology,"['animal', 'plants', 'producer', 'shared', 'shows']",animal plant producer share show,3,animal plant producer share,0
MEA_2011_8_6,C,MEA,8,The picture below shows a compass. {MEA_8_2011_4} The needle of the compass is pointing toward the magnetic north pole of Earth. What would cause the needle of the compass to point toward the east? (A) light waves (B) heat energy (C) an electrical current near the compass (D) a gravitational force near the compass,Physics,"['cause', 'compass', 'near', 'needle', 'toward']",cause compass near needle toward,0,cause compass near needle toward,0
MEA_2011_8_7,C,MEA,8,"When electricity passes through water, hydrogen and oxygen are produced. Which table correctly labels the compounds and elements involved in the process? (A) {MEA_8_2011_5} (B) {MEA_8_2011_6} (C) {MEA_8_2011_7} (D) {MEA_8_2011_8}",Physics,"['compounds', 'correctly', 'electricity', 'elements', 'hydrogen']",compound correctly electricity element hydrogen,0,compound correctly electricity element hydrogen,0
